nodeId,name,scenarioCode,scenarioNameZh,content,knowledgeType,category,difficulty
cmqcb9gz2001bv4ua9o42h989,字符,ONLINE_COURSE,学科课程在线学习,<p>s = '我爱学习</p><p></p><p>请将该字符串中的‘我’和‘习’分别用两种方法表示并输出</p><p></p>,,字符,MEDIUM
cmqcb9gti000gv4uaqz0r3fgo,字符串,ONLINE_COURSE,学科课程在线学习,<p>通过print()语句输出一行字符”Hello World“，一起来完成你的第一个python程序吧！</p><p></p><p></p><p>你也可以使用print()语句输出一些别的东西，例如你的名字、班级，或者用print()回答我们刚刚学习的：”数据的类型有哪些？“</p>,,输出函数、字符串,MEDIUM
cmqcb9gwa000wv4uasr36bie8,字符串、反转函数reverse(),ONLINE_COURSE,学科课程在线学习,<p>输入任意一个三位数x，将其以倒序形式输出。</p><p>示例：输入：581</p><p>输出：185</p><p>提示：可以尝试使用多种方式实现。</p>,,输入函数、输出函数、字符串、赋值语句、反转函数reverse(),LOW
cmouwznay000b80l3w85bwlkq,学业压力,SHOW_CASE,展示场景,,,,
cmouwzn4f000480l362glx5j2,学习动机,SHOW_CASE,展示场景,,,,
cmouwzmw3000180l30whqmgs4,学习态度,SHOW_CASE,展示场景,,,,
cmouwzn75000680l3wo6tfarl,学习投入,SHOW_CASE,展示场景,,,,
cmouwzn3d000280l3q4ojbx4h,学习方法倾向,SHOW_CASE,展示场景,,,,
cmogleqc7002fq18oozj6wmsa,完善市花数字名片,SHOW_CASE,展示场景,"1. ""打开""""市花数字名片""""文档 根据收集到的评价意见，添加新的内容 例如：添加""""市花的生长环境""""部分 调整文档布局，使内容更加合理 优化图片，确保清晰度 检查文字内容，修正错别字 保存文档，命名为""""市花数字名片_修订版"""" 分享修订版，展示改进效果""  ---  【数字名片】 方法一： 打开""市花数字名片""文档 根据收集到的评价意见，添加新的内容 例如：添加""市花的生长环境""部分 调整文档布局，使内容更加合理 优化图片，确保清晰度 检查文字内容，修正错别字 保存文档，命名为""市花数字名片_修订版"" 分享修订版，展示改进效果  教材页码：浙教版小学信息科技三年级下册——63",数字名片,作品评价与完善,HIGH
cmouwznkf000f80l3mshf4l67,实践能力,SHOW_CASE,展示场景,,,,
cmqcb9gvi000sv4uac77vsupz,嵌套的条件语句,ONLINE_COURSE,学科课程在线学习,"<p>输入一篇英文短文，且单词之间都有空格或者标点符号相隔，现在要求将每个单词进行倒置换位加密，其余字符位置保持不变。<br>例如：<br>输入：“Hello World2024！”<br>输出：“olleH dlroW2024!”</p ><img src=""https://coding-platform.oss-cn-beijing.aliyuncs.com/12/13.png "">",,输入函数、输出函数、字符、关系运算符、逻辑运算符、if语句、有分支的条件语句、嵌套的条件语句、赋值语句、for...in循环,LOW
cmqcb9gu6000kv4uae63pdbo8,布尔值,ONLINE_COURSE,学科课程在线学习,<p><strong>布尔值是逻辑数据类型，只有两个值，True和False；可以用于逻辑判断和条件控制。</strong></p><p><strong>怎么才能得到布尔值呢？最常见的有直接赋值和通过比较运算（这个我们后面会再学）</strong></p>,,布尔值、输出函数、if语句、基本的条件语句、赋值语句、关系运算符,MEDIUM
cmogleq1x0003q18o2d1bi79d,常用视图,SHOW_CASE,展示场景,"1. ""普通视图：主编辑界面，包含幻灯片窗格、大纲窗格和备注窗格 幻灯片浏览视图：显示所有幻灯片缩略图，便于调整顺序 幻灯片放映视图：全屏播放演示文稿""  ---  【PowerPoint】 方法一： 普通视图：主编辑界面，包含幻灯片窗格、大纲窗格和备注窗格 幻灯片浏览视图：显示所有幻灯片缩略图，便于调整顺序 幻灯片放映视图：全屏播放演示文稿",PPT,PowerPoint界面与启动退出,LOW
cmogleq57000qq18ojifhp9ca,应用预设主题,SHOW_CASE,展示场景,"1. ""点击""""设计""""选项卡 从""""主题""""库中选择一个主题""  ---  【PowerPoint】 方法一： 点击""设计""选项卡 从""主题""库中选择一个主题",PPT,幻灯片的美化设计,HIGH
cmouwznko000g80l3zethls8p,技术素养,SHOW_CASE,展示场景,,,,
cmouwznb9000c80l33v4kmitp,抑郁倾向,SHOW_CASE,展示场景,,,,
cmogleq9l001sq18o6mr40tgn,插入图片（方法、位置调整）,SHOW_CASE,展示场景,"1. ""将光标定位到要插入图片的位置 点击""""插入""""选项卡 点击""""图片""""按钮 选择图片所在的位置（如""""此电脑""""） 选择需要的图片，点击""""插入""""""  ---  【Word】 方法一： 将光标定位到要插入图片的位置 点击""插入""选项卡 点击""图片""按钮 选择图片所在的位置（如""此电脑""） 选择需要的图片，点击""插入""",Word,图片与图形处理,MEDIUM
cmogleq4u000nq18ovfo5zhii,插入基本图形,SHOW_CASE,展示场景,"1. ""点击""""插入""""选项卡 点击""""形状"""" 从下拉菜单中选择需要的形状 在幻灯片上拖动绘制""  ---  【PowerPoint】 方法一： 点击""插入""选项卡 点击""形状"" 从下拉菜单中选择需要的形状 在幻灯片上拖动绘制",PPT,图片与图形的插入与编辑,MEDIUM
cmogleq4g000jq18ogj9zui8y,插入本地图片,SHOW_CASE,展示场景,"1. ""点击""""插入""""选项卡 点击""""图片""""→""""此设备"""" 选择要插入的图片文件 点击""""插入""""按钮""  ---  【PowerPoint】 方法一： 点击""插入""选项卡 点击""图片""→""此设备"" 选择要插入的图片文件 点击""插入""按钮",PPT,图片与图形的插入与编辑,MEDIUM
cmogleqb20024q18ohpq1ls8j,插入艺术字,SHOW_CASE,展示场景,"1. ""点击""""插入""""选项卡 点击""""艺术字""""按钮 从艺术字样式中选择一种 在弹出的文本框中输入文字 点击""""确定""""""  ---  【Word】 方法一： 点击""插入""选项卡 点击""艺术字""按钮 从艺术字样式中选择一种 在弹出的文本框中输入文字 点击""确定""",Word,艺术字与特殊效果,MEDIUM
cmogleqao0020q18o8h67jark,插入表格,SHOW_CASE,展示场景,"1. ""将光标定位到要插入表格的位置 点击""""插入""""选项卡 点击""""表格""""按钮 在下拉菜单中，选择需要的行数和列数"" 2. 选择""插入表格""，手动输入行数和列数  ---  【Word】 方法一： 将光标定位到要插入表格的位置 点击""插入""选项卡 点击""表格""按钮 在下拉菜单中，选择需要的行数和列数  方法二： 选择""插入表格""，手动输入行数和列数",Word,表格操作,MEDIUM
cmogleq8g001hq18oecswtgk1,撤销操作,SHOW_CASE,展示场景,"1. 点击左上角快速访问工具栏中的""撤销""按钮（向左的箭头） 2. ""使用快捷键：Ctrl + Z 如果需要恢复被撤销的操作，点击""""恢复""""按钮或使用快捷键：Ctrl + Y""  ---  【Word】 方法一： 点击左上角快速访问工具栏中的""撤销""按钮（向左的箭头）  方法二： 使用快捷键：Ctrl + Z 如果需要恢复被撤销的操作，点击""恢复""按钮或使用快捷键：Ctrl + Y",Word,文字输入与编辑,LOW
cmogleqbb0027q18olo468jra,收集市花相关信息,SHOW_CASE,展示场景,"1. ""在搜索框中输入""""XX市花""""（将XX替换为选定的城市名，如""""成都市花""""） 点击搜索，查看搜索结果 选择可靠的网站（如政府网站、教育网站、百科网站）点击进入 阅读网页内容，获取市花的名称、特点、象征意义等信息 在省信息科技学习平台中新建一个协作文档 将收集到的信息整理成文字，记录在文档中 保存文档，命名为""""市花资料""""，并记录信息来源网址""  ---  【数字名片】 方法一： 在搜索框中输入""XX市花""（将XX替换为选定的城市名，如""成都市花""） 点击搜索，查看搜索结果 选择可靠的网站（如政府网站、教育网站、百科网站）点击进入 阅读网页内容，获取市花的名称、特点、象征意义等信息 在省信息科技学习平台中新建一个协作文档 将收集到的信息整理成文字，记录在文档中 保存文档，命名为""市花资料""，并记录信息来源网址  教材页码：浙教版小学信息科技三年级下册——46",数字名片,在线学习与信息收集,MEDIUM
cmogleqbz002eq18oh6q2781c,收集评价意见,SHOW_CASE,展示场景,"1. ""打开分享链接，查看同学和老师的评价 在省信息科技学习平台协作平台中，使用""""评论""""功能，对同学的评价进行回复 记录下同学提出的改进建议 例如：""""建议添加市花的生长环境介绍"""" 将建议按重要性排序 选择最重要的2-3个建议，优先进行修改""  ---  【数字名片】 方法一： 打开分享链接，查看同学和老师的评价 在省信息科技学习平台协作平台中，使用""评论""功能，对同学的评价进行回复 记录下同学提出的改进建议 例如：""建议添加市花的生长环境介绍"" 将建议按重要性排序 选择最重要的2-3个建议，优先进行修改  教材页码：浙教版小学信息科技三年级下册——62",数字名片,作品评价与完善,HIGH
cmogleqcn002jq18odfd80sts,数字作品设计,SHOW_CASE,展示场景,1. 确定作品主题-选择媒体资源-调整页面板式-发布作品  ---  【海报】 方法一： 确定作品主题-选择媒体资源-调整页面板式-发布作品  教材页码：浙教版《信息科技》四年级下24-25,海报,数字作品,HIGH
cmogleqca002gq18od24q56lb,数字图像像素,SHOW_CASE,展示场景,1. 像素、分辨率、清晰度的关系  ---  【海报】 方法一： 像素、分辨率、清晰度的关系  教材页码：浙教版《信息科技》四年级下7-9,海报,图像编码,MEDIUM
cmogleqds002wq18o3bkaam5i,数字视频文件类型,SHOW_CASE,展示场景,1. AVI、WMV、MP4、MOV格式  ---  【视频】 方法一： AVI、WMV、MP4、MOV格式  教材页码：浙教版《信息科技》四年级下21-24,视频,视频编码,MEDIUM
cmogleqdw002xq18otjoepn3d,数字视频文件类型转换,SHOW_CASE,展示场景,1. 打开视频转换软件-选择视频-选择转换格式  ---  【视频】 方法一： 打开视频转换软件-选择视频-选择转换格式  教材页码：浙教版《信息科技》四年级下21-24,视频,视频编码,MEDIUM
cmogleqeo0035q18on0ggt4fp,数字资源分享,SHOW_CASE,展示场景,1. 选择有线连接或者无线连接的方式将资源复制到计算机-网络转存-分享数字资源  ---  【视频】 方法一： 选择有线连接或者无线连接的方式将资源复制到计算机-网络转存-分享数字资源  教材页码：浙教版《信息科技》三年级下7,视频,感知媒体编码,MEDIUM
cmogleqdm002uq18owu5a19v1,数字音频文件类型,SHOW_CASE,展示场景,1. WAV格式、MP3格式  ---  【视频】 方法一： WAV格式、MP3格式  教材页码：浙教版《信息科技》四年级下16-18,视频,声音编码,MEDIUM
cmqcb9gxp0014v4uax4vfud40,数学库（math库）的使用,ONLINE_COURSE,学科课程在线学习,<p><strong>请思考以下问题，并完善代码：</strong></p><p><strong>        一年365天，每天进步1‰，累计进步多少呢？</strong></p><p><strong>        一年365天，每天退步1‰，累计剩下多少呢？</strong></p><p></p>,,数学库（math库）的使用、赋值语句、函数的调用、浮点数、输出函数,MEDIUM
cmogleqck002iq18or1us9erg,数据可视化（饼图、气泡图...）,SHOW_CASE,展示场景,1. 选择数据-插入图表-调整表格  ---  【海报】 方法一： 选择数据-插入图表-调整表格  教材页码：浙教版《信息科技》四年级下49-52,海报,数据可视化,MEDIUM
cmogleqcw002mq18opx4k9rge,整合图文资源,SHOW_CASE,展示场景,1. 添加文字-添加图片-进行排版-进行美化-保存  ---  【海报】 方法一： 添加文字-添加图片-进行排版-进行美化-保存  教材页码：浙教版《信息科技》三年级下18,海报,应用数字资源,MEDIUM
cmogleqbi0029q18ohv6d4zpo,整理市花相关信息,SHOW_CASE,展示场景,"1. ""打开之前创建的""""市花资料""""协作文档 将收集到的信息按类别整理： 市花名称 市花特点（颜色、形状、气味等） 市花象征意义 市花与城市的关系 为每个类别添加小标题 检查信息准确性，删除不准确的信息 将整理好的资料保存为文档，命名为""""市花知识卡片""""""  ---  【数字名片】 方法一： 打开之前创建的""市花资料""协作文档 将收集到的信息按类别整理： 市花名称 市花特点（颜色、形状、气味等） 市花象征意义 市花与城市的关系 为每个类别添加小标题 检查信息准确性，删除不准确的信息 将整理好的资料保存为文档，命名为""市花知识卡片""  教材页码：浙教版小学信息科技三年级下册——56",数字名片,资源筛选与整理,MEDIUM
cmogleq7u001bq18orstx7d4m,文字输入与文字定位,SHOW_CASE,展示场景,"1. ""在空白文档中，将光标（闪烁的竖线）定位到想要输入文字的位置 直接使用键盘输入文字""  ---  【Word】 方法一： 在空白文档中，将光标（闪烁的竖线）定位到想要输入文字的位置 直接使用键盘输入文字",Word,文字输入与编辑,LOW
cmogleq40000fq18ovcmj69xs,文本加粗、倾斜、下划线,SHOW_CASE,展示场景,"1. ""选中文本 在""""开始""""选项卡的""""字体""""组中，点击""""加粗""""、""""倾斜""""或""""下划线""""按钮""  ---  【PowerPoint】 方法一： 选中文本 在""开始""选项卡的""字体""组中，点击""加粗""、""倾斜""或""下划线""按钮",PPT,文字内容编辑,MEDIUM
cmogleq3w000eq18odfyhi5ea,文本对齐方式,SHOW_CASE,展示场景,"1. ""选中文本 在""""开始""""选项卡的""""段落""""组中，点击对齐方式按钮（左对齐、居中、右对齐、两端对齐）""  ---  【PowerPoint】 方法一： 选中文本 在""开始""选项卡的""段落""组中，点击对齐方式按钮（左对齐、居中、右对齐、两端对齐）",PPT,文字内容编辑,MEDIUM
cmogleq8d001gq18ovdnkjwij,文本替换,SHOW_CASE,展示场景,"1. ""选中需要替换的文本 直接输入新文字，原文字会被替换"" 2. ""使用快捷键：Ctrl + H（打开""""查找和替换""""对话框） 在""""查找内容""""框中输入要查找的文字 在""""替换为""""框中输入要替换的文字 点击""""全部替换""""""  ---  【Word】 方法一： 选中需要替换的文本 直接输入新文字，原文字会被替换  方法二： 使用快捷键：Ctrl + H（打开""查找和替换""对话框） 在""查找内容""框中输入要查找的文字 在""替换为""框中输入要替换的文字 点击""全部替换""",Word,文字输入与编辑,LOW
cmnzmxr890006gy8oxzm3i7ac,文本标签,SHOW_CASE,展示场景,创建最大的标题-创建最小的标题-创建粗体字-创建斜体字-创建字体下划线-设置字体大小-设置字体颜色-设置文字对齐方向-移动字体-现实小字体-显示大字体  ---  【网页】 方法一： 创建最大的标题-创建最小的标题-创建粗体字-创建斜体字-创建字体下划线-设置字体大小-设置字体颜色-设置文字对齐方向-移动字体-现实小字体-显示大字体  教材页码：浙教版《信息科技》八年级上-37,网页,html常用标签,MEDIUM
cmogleq8j001iq18o4pvca6we,文本选择,SHOW_CASE,展示场景,"1. ""将鼠标光标移动到要选择文字的起始位置 按住鼠标左键，拖动到文字的结束位置 选中文字后，文字会显示为灰色背景"" 2. ""单击选定栏（左边空白处）选择一行 双击选定栏选择一段 三击选定栏选择全文""  ---  【Word】 方法一： 将鼠标光标移动到要选择文字的起始位置 按住鼠标左键，拖动到文字的结束位置 选中文字后，文字会显示为灰色背景  方法二： 单击选定栏（左边空白处）选择一行 双击选定栏选择一段 三击选定栏选择全文",Word,文字输入与编辑,LOW
cmnzmxr490005gy8o1f9sly1q,文档整体属性,SHOW_CASE,展示场景,设置标题-设置背景颜色-设置文本字体颜色-设置链接颜色  ---  【网页】 方法一： 设置标题-设置背景颜色-设置文本字体颜色-设置链接颜色  教材页码：浙教版《信息科技》八年级上-37,网页,html常用标签,MEDIUM
cmogleq7i0018q18ovd4ql2dp,新建文档,SHOW_CASE,展示场景,"1. ""打开Word软件后，点击左上角""""文件""""菜单 选择""""新建""""选项 在右侧选择""""空白文档""""，点击确定"" 2. 使用快捷键：Ctrl + N  ---  【Word】 方法一： 打开Word软件后，点击左上角""文件""菜单 选择""新建""选项 在右侧选择""空白文档""，点击确定  方法二： 使用快捷键：Ctrl + N",Word,Word基础操作,LOW
cmogleq2b0004q18ofdx6tx5b,新建空白演示文稿,SHOW_CASE,展示场景,"1. ""打开PowerPoint 选择""""新建"""" → """"空白演示文稿 点击""""创建""""按钮""  ---  【PowerPoint】 方法一： 打开PowerPoint 选择""新建"" → ""空白演示文稿 点击""创建""按钮",PPT,幻灯片基本操作,LOW
cmqcb9gta000fv4ua3ld51pdg,暂无,ONLINE_COURSE,学科课程在线学习,<p>完善自动浇灌实现过程流程图</p>,,暂无,MEDIUM
cmogleq5d000sq18oqwlfxyqw,更改主题颜色,SHOW_CASE,展示场景,"1. ""点击""""设计""""选项卡 点击""""颜色"""" 从下拉菜单中选择预设颜色方案""  ---  【PowerPoint】 方法一： 点击""设计""选项卡 点击""颜色"" 从下拉菜单中选择预设颜色方案",PPT,幻灯片的美化设计,HIGH
cmogleq9i001rq18oe4s2mw99,替换文字,SHOW_CASE,展示场景,"1. ""点击 开始 选项卡 -> 编辑 组 -> 替换 按钮 (或按 Ctrl + H)。 在弹出的 查找和替换 对话框中： 在 查找内容 框中输入要被替换的文字 在 替换为 框中输入要替换成的新文字 点击 查找下一处：定位下一个匹配项 点击 替换：替换当前找到的这一处 点击 全部替换：替换文档中所有匹配项""  ---  【Word】 方法一： 点击 开始 选项卡 -> 编辑 组 -> 替换 按钮 (或按 Ctrl + H)。 在弹出的 查找和替换 对话框中： 在 查找内容 框中输入要被替换的文字 在 替换为 框中输入要替换成的新文字 点击 查找下一处：定位下一个匹配项 点击 替换：替换当前找到的这一处 点击 全部替换：替换文档中所有匹配项",Word,文字格式设置,MEDIUM
cmqcb9gqo0002v4ua2qn7mejm,有分支的条件语句,ONLINE_COURSE,学科课程在线学习,购买火车票时年龄小于6周岁免票，否则请购票。完整体现该购票规则的购票算法流程图如下所示，尝试运行程序并观察输出结果<br /> <br /> <strong>Python</strong>：if...else语句<br /> 双分支条件语句由“if...else...”组成，当条件为真时执行if下的代码，否则执行else下的代码。<br /> <br /> <strong>示例</strong>：&nbsp;<br /> 输入：5<br /> 输出：免票<br /> <br /> 输入：6<br /> 输出：请购票<br /> <br /> 输入：7<br /> 输出：请购票<br /> <div> 	<br /> </div> <br />,,输入函数、int()函数、输出函数、整数、关系运算符、if语句、有分支的条件语句,LOW
cmqcb9gso000cv4uabfs07kts,有分支的条件语句、while循环语法格式,ONLINE_COURSE,学科课程在线学习,"<p> 	将“韩信点兵”的问题用同余法实现 </p> <img src=""https://coding-platform.oss-cn-beijing.aliyuncs.com/6/8.png"" />",,输出函数、整数、关系运算符、逻辑运算符、if语句、有分支的条件语句、赋值语句、while循环、while循环语法格式,MEDIUM
cmqcb9gz9001cv4uaadgdax5r,枚举法,ONLINE_COURSE,学科课程在线学习,<p>鸡兔同笼</p>,,枚举法,MEDIUM
cmqcb9gwg000xv4ua77bgespi,查找子串,ONLINE_COURSE,学科课程在线学习,"<p>在Word 等文字编辑软件中，通过查找功能能够快速找出内容中的某个关键词是否出现过及其出现的次数，如图3-1和图3-2所示。下列 Python 程序段实现了在字符串s中查找某个关键词 keyword，并输出关键词出现的次数（未出现输出0），请补全划线处的语句。</p><img src=""http://coding-platform.oss-cn-beijing.aliyuncs.com/12/3.png"">",,输入函数、字符串、查找子串、替换字符串中的字符、len()、计算序列的长度和最值赋值语句、关系运算符、if语句、基本的条件语句、while循环、while循环语法格式、跳出循环break、,LOW
cmogleq9e001qq18optr3m6cn,查找文字,SHOW_CASE,展示场景,"1. ""点击 开始 选项卡 -> 编辑 组 -> 查找 按钮 (或按 Ctrl + F)。 在左侧出现的 导航 窗格顶部的搜索框中，输入要查找的文字。 文档中所有匹配的文字会被高亮显示。""  ---  【Word】 方法一： 点击 开始 选项卡 -> 编辑 组 -> 查找 按钮 (或按 Ctrl + F)。 在左侧出现的 导航 窗格顶部的搜索框中，输入要查找的文字。 文档中所有匹配的文字会被高亮显示。",Word,文字格式设置,MEDIUM
cmogleqea0031q18ojqe2gfb8,查看视频信息,SHOW_CASE,展示场景,1. 右键点击视频属性-查看视频格式、时长等信息  ---  【视频】 方法一： 右键点击视频属性-查看视频格式、时长等信息  教材页码：浙教版《信息科技》三年级下35-36,视频,编辑视频素材,MEDIUM
cmnzmxrec0007gy8ou0enjf5u,格式排版,SHOW_CASE,展示场景,创建段落-插入换行符  ---  【网页】 方法一： 创建段落-插入换行符  教材页码：浙教版《信息科技》八年级上-37,网页,html常用标签,MEDIUM
cmqcb9gwn000yv4uam3z7r47f,检查数据是否在序列中,ONLINE_COURSE,学科课程在线学习,"<p>现有一批会员卡号，卡号的编号规则为 “年份（4位）＋序号（4位）”，如 “20190001"" 开卡年份为 2019。以下代码是小李编写的用于统计某年共开了多少张卡的 Python 程序，但①处代码有误，请改正。</p>",,输入函数、字符串、检查数据是否在序列中、整数、赋值语句、关系运算符、for...in循环、range()函数、if语句、基本的条件语句、列表、输出函数,LOW
cmogleq9a001pq18ooiu78w8r,段落对齐方式,SHOW_CASE,展示场景,"1. ""选中需要设置的段落 点击""""开始""""选项卡 在""""段落""""组中，点击对齐方式按钮： 左对齐：L 居中：C 右对齐：R 两端对齐：J""  ---  【Word】 方法一： 选中需要设置的段落 点击""开始""选项卡 在""段落""组中，点击对齐方式按钮： 左对齐：L 居中：C 右对齐：R 两端对齐：J",Word,文字格式设置,MEDIUM
cmogleq48000hq18of7u1ml56,段落缩进,SHOW_CASE,展示场景,"1. ""选中文本 在""""开始""""选项卡的""""段落""""组中，使用""""增加缩进量""""或""""减少缩进量""""按钮""  ---  【PowerPoint】 方法一： 选中文本 在""开始""选项卡的""段落""组中，使用""增加缩进量""或""减少缩进量""按钮",PPT,文字内容编辑,MEDIUM
cmogleq97001oq18ogh2djgtl,段落行距,SHOW_CASE,展示场景,"1. ""选中需要设置的段落 右键点击选中的文字，选择""""段落"""" 在""""行距""""中选择""""1.5倍行距""""（或根据需要设置） 点击""""确定""""""  ---  【Word】 方法一： 选中需要设置的段落 右键点击选中的文字，选择""段落"" 在""行距""中选择""1.5倍行距""（或根据需要设置） 点击""确定""",Word,文字格式设置,MEDIUM
cmogleq94001nq18oqexbklmd,段落设置首行缩进,SHOW_CASE,展示场景,"1. ""选中需要设置的段落 右键点击选中的文字，选择""""段落"""" 在""""特殊格式""""中选择""""首行缩进"""" 在""""缩进值""""中选择""""2字符""""（或根据需要设置） 点击""""确定""""""  ---  【Word】 方法一： 选中需要设置的段落 右键点击选中的文字，选择""段落"" 在""特殊格式""中选择""首行缩进"" 在""缩进值""中选择""2字符""（或根据需要设置） 点击""确定""",Word,文字格式设置,MEDIUM
cmqcb9gya0017v4uaq22kncqg,测试知识点,ONLINE_COURSE,学科课程在线学习,"""<h1>测试标题</h1>""",,测试知识点,MEDIUM
cmqcb9gtw000iv4uagk7499vd,浮点数,ONLINE_COURSE,学科课程在线学习,<p>分别尝试下面的程序，观察例子中浮点数运算的结果有什么不同。</p>,,输出函数、浮点数,MEDIUM
cmogleq2t0006q18ogpem0dpf,添加新幻灯片,SHOW_CASE,展示场景,"1. ""在""""开始""""选项卡中，点击""""新建幻灯片"""" 选择所需版式"" 2. 按Ctrl+M快捷键  ---  【PowerPoint】 方法一： 在""开始""选项卡中，点击""新建幻灯片"" 选择所需版式  方法二： 按Ctrl+M快捷键",PPT,幻灯片基本操作,LOW
cmogleq710014q18ol7h6nopg,演示文稿的预览,SHOW_CASE,展示场景,"1. ""点击""""幻灯片放映""""选项卡 点击""""从头开始""""或""""从当前幻灯片开始""""预览""  ---  【PowerPoint】 方法一： 点击""幻灯片放映""选项卡 点击""从头开始""或""从当前幻灯片开始""预览",PPT,幻灯片的放映与演示,MEDIUM
cmouwznc5000d80l3o9vvtybx,焦虑倾向,SHOW_CASE,展示场景,,,,
cmogleqd6002pq18obkn1c7b2,用人工智能画图,SHOW_CASE,展示场景,1. 打开AI生图平台-选择绘画风格-撰写描述文字-生成图像-下载图像-插入作品  ---  【海报】 方法一： 打开AI生图平台-选择绘画风格-撰写描述文字-生成图像-下载图像-插入作品  教材页码：浙教版《信息科技》三年级下 47,海报,资源智能生成,MEDIUM
cmogleqd9002qq18ok0nua8lk,用人工智能编辑图像,SHOW_CASE,展示场景,1. 用“画笔”工具涂抹要去除的内容-单击“消除”按钮  ---  【海报】 方法一： 用“画笔”工具涂抹要去除的内容-单击“消除”按钮  教材页码：浙教版《信息科技》三年级下51,海报,资源智能处理,MEDIUM
cmogleq1p0002q18oarbuhfnq,界面认识,SHOW_CASE,展示场景,"1. ""标题栏：显示当前演示文稿名称和程序名称 功能区：包含""""开始""""、""""插入""""、""""设计""""、""""切换""""、""""动画""""、""""幻灯片放映""""等选项卡 任务窗格：位于屏幕右侧，显示常用功能选项 幻灯片窗格：显示当前幻灯片内容 状态栏：显示当前幻灯片编号、视图模式等信息""  ---  【PowerPoint】 方法一： 标题栏：显示当前演示文稿名称和程序名称 功能区：包含""开始""、""插入""、""设计""、""切换""、""动画""、""幻灯片放映""等选项卡 任务窗格：位于屏幕右侧，显示常用功能选项 幻灯片窗格：显示当前幻灯片内容 状态栏：显示当前幻灯片编号、视图模式等信息",PPT,PowerPoint界面与启动退出,LOW
cmouwzner000e80l38fdg2rhi,知识储备,SHOW_CASE,展示场景,,,,
cmqcb9gr90005v4ua8465zpje,知识点#12,ONLINE_COURSE,学科课程在线学习,<p>生活中的投票选举主要有哪几个步骤，有哪些途径可以实现这些步骤？</p>,,暂无,MEDIUM
cmogleqb80026q18od8o5l0c0,确定市花主题,SHOW_CASE,展示场景,"1. ""打开浏览器，访问搜索引擎（如百度、必应） 在搜索框中输入""""中国各城市市花""""关键词 点击搜索按钮，查看搜索结果 从搜索结果中选择一个感兴趣的城市（如成都、北京、广州等） 点击相关链接，了解该城市市花的名称和基本信息 记录下市花名称和城市名称，作为数字名片的主题""  ---  【数字名片】 方法一： 打开浏览器，访问搜索引擎（如百度、必应） 在搜索框中输入""中国各城市市花""关键词 点击搜索按钮，查看搜索结果 从搜索结果中选择一个感兴趣的城市（如成都、北京、广州等） 点击相关链接，了解该城市市花的名称和基本信息 记录下市花名称和城市名称，作为数字名片的主题  教材页码：浙教版小学信息科技三年级下册——46",数字名片,在线学习与信息收集,MEDIUM
cmouwznll000i80l3uf0rcofw,科学探究,SHOW_CASE,展示场景,,,,
cmouwznm7000j80l3b8k56yf9,科学知识,SHOW_CASE,展示场景,,,,
cmogleqbf0028q18odxadz1od,筛选与整理市花图片,SHOW_CASE,展示场景,"1. ""在搜索引擎中输入""""XX市花图片""""（XX替换为城市名） 点击""""图片""""标签，查看相关图片 浏览图片，选择清晰、高质量的市花图片 右键点击图片，选择""""图片另存为""""，将图片保存到电脑指定文件夹 重复步骤1-4，收集3-5张相关图片 打开""""文件资源管理器""""，找到保存的图片文件 将图片按类别（如市花特写、市花与城市景观等）分类整理""  ---  【数字名片】 方法一： 在搜索引擎中输入""XX市花图片""（XX替换为城市名） 点击""图片""标签，查看相关图片 浏览图片，选择清晰、高质量的市花图片 右键点击图片，选择""图片另存为""，将图片保存到电脑指定文件夹 重复步骤1-4，收集3-5张相关图片 打开""文件资源管理器""，找到保存的图片文件 将图片按类别（如市花特写、市花与城市景观等）分类整理  教材页码：浙教版小学信息科技三年级下册——56",数字名片,资源筛选与整理,MEDIUM
cmogleq85001eq18ot6t547fr,粘贴文本,SHOW_CASE,展示场景,"1. ""将 光标 移动到要粘贴的位置。 点击 开始 选项卡 -> 剪贴板 组 -> 粘贴 按钮 (剪贴板图标)"" 2. 按快捷键 Ctrl + V 3. 在目标位置 右键单击 -> 选择 粘贴选项 (通常选第一个 保留源格式 或 只保留文本)  ---  【Word】 方法一： 将 光标 移动到要粘贴的位置。 点击 开始 选项卡 -> 剪贴板 组 -> 粘贴 按钮 (剪贴板图标)  方法二： 按快捷键 Ctrl + V  方法三： 在目标位置 右键单击 -> 选择 粘贴选项 (通常选第一个 保留源格式 或 只保留文本)",Word,文字输入与编辑,LOW
cmogleqa0001wq18omx6ocjwv,纸张方向设置,SHOW_CASE,展示场景,"1. ""点击""""布局""""选项卡 点击""""方向""""按钮 选择""""横向""""或""""纵向"""" 点击""""确定""""""  ---  【Word】 方法一： 点击""布局""选项卡 点击""方向""按钮 选择""横向""或""纵向"" 点击""确定""",Word,文档排版与布局,MEDIUM
cmqcb9grf0006v4uarm0s87y2,线性搜索,ONLINE_COURSE,学科课程在线学习,<p>继续修改完善后的猜数字算法，实现以下功能：如果用户的猜数次数超过3次，提示“挑战失败”。</p>,,输入函数、int()函数、输出函数、整数、关系运算符、if语句、有分支的条件语句、赋值语句、while循环、while循环语法格式、线性搜索,LOW
